week,colour_group_name,sales_count
2019-05-27,Light Red,412
2019-05-27,Light Turquoise,791
2019-05-27,Light Yellow,3014
2019-05-27,Off White,13405
2019-05-27,Orange,3477
2019-05-27,Other,532
2019-05-27,Other Blue,367
2019-05-27,Other Green,328
2019-05-27,Other Orange,479
2019-05-27,Other Pink,638
2019-05-27,Other Purple,179
2019-05-27,Other Red,253
2019-05-27,Other Turquoise,14
2019-05-27,Other Yellow,818
2019-05-27,Pink,4450
2019-05-27,Purple,210
2019-05-27,Red,14400
2019-05-27,Silver,1378
2019-05-27,Transparent,120
2019-05-27,Turquoise,1105
2019-05-27,Unknown,80
2019-05-27,White,58178
2019-05-27,Yellow,7983
2019-05-27,Yellowish Brown,4426
2019-06-03,Beige,5770
2019-06-03,Black,109196
2019-06-03,Blue,11535
2019-06-03,Bronze/Copper,114
2019-06-03,Dark Beige,1374
2019-06-03,Dark Blue,25177
2019-06-03,Dark Green,7004
2019-06-03,Dark Grey,5412
2019-06-03,Dark Orange,7667
2019-06-03,Dark Pink,1679
2019-06-03,Dark Purple,164
2019-06-03,Dark Red,5044
2019-06-03,Dark Turquoise,500
2019-06-03,Dark Yellow,1345
2019-06-03,Gold,3232
2019-06-03,Green,1629
2019-06-03,Greenish Khaki,8068
2019-06-03,Grey,4703
2019-06-03,Greyish Beige,306
2019-06-03,Light Beige,14820
2019-06-03,Light Blue,11689
2019-06-03,Light Green,1539
2019-06-03,Light Grey,2280
2019-06-03,Light Orange,4045
2019-06-03,Light Pink,7843
2019-06-03,Light Purple,351
2019-06-03,Light Red,689
2019-06-03,Light Turquoise,686
2019-06-03,Light Yellow,2278
2019-06-03,Off White,10301
2019-06-03,Orange,2156
2019-06-03,Other,501
2019-06-03,Other Blue,204
2019-06-03,Other Green,76
2019-06-03,Other Orange,442
2019-06-03,Other Pink,493
2019-06-03,Other Purple,100
2019-06-03,Other Red,165
2019-06-03,Other Turquoise,9
2019-06-03,Other Yellow,369
2019-06-03,Pink,3805
2019-06-03,Purple,124
2019-06-03,Red,10900
2019-06-03,Silver,1296
2019-06-03,Transparent,135
2019-06-03,Turquoise,920
2019-06-03,Unknown,65
2019-06-03,White,46570
2019-06-03,Yellow,6600
2019-06-03,Yellowish Brown,3721
2019-06-10,Beige,5600
2019-06-10,Black,98809
2019-06-10,Blue,9510
2019-06-10,Bronze/Copper,123
2019-06-10,Dark Beige,1045
2019-06-10,Dark Blue,22509
2019-06-10,Dark Green,5536
2019-06-10,Dark Grey,4774
2019-06-10,Dark Orange,6533
2019-06-10,Dark Pink,2769
2019-06-10,Dark Purple,160
2019-06-10,Dark Red,5043
2019-06-10,Dark Turquoise,413
2019-06-10,Dark Yellow,1070
2019-06-10,Gold,2563
2019-06-10,Green,1304
2019-06-10,Greenish Khaki,15810
2019-06-10,Grey,4362
2019-06-10,Greyish Beige,227
2019-06-10,Light Beige,24358
2019-06-10,Light Blue,10497
2019-06-10,Light Green,1213
2019-06-10,Light Grey,2262
2019-06-10,Light Orange,8023
2019-06-10,Light Pink,7417
2019-06-10,Light Purple,222
2019-06-10,Light Red,603
2019-06-10,Light Turquoise,622
2019-06-10,Light Yellow,2125
2019-06-10,Off White,10343
2019-06-10,Orange,1630
2019-06-10,Other,347
2019-06-10,Other Blue,157
2019-06-10,Other Green,47
2019-06-10,Other Orange,344
2019-06-10,Other Pink,422
2019-06-10,Other Purple,114
2019-06-10,Other Red,130
2019-06-10,Other Turquoise,10
2019-06-10,Other Yellow,294
2019-06-10,Pink,4006
2019-06-10,Purple,141
2019-06-10,Red,9377
2019-06-10,Silver,1106
2019-06-10,Transparent,121
2019-06-10,Turquoise,931
2019-06-10,Unknown,51
2019-06-10,White,41032
2019-06-10,Yellow,8256
2019-06-10,Yellowish Brown,2976
2019-06-17,Beige,12553
2019-06-17,Black,173022
2019-06-17,Blue,19490
2019-06-17,Bronze/Copper,199
2019-06-17,Dark Beige,2007
2019-06-17,Dark Blue,50873
2019-06-17,Dark Green,9478
2019-06-17,Dark Grey,9306
2019-06-17,Dark Orange,10534
2019-06-17,Dark Pink,2529
2019-06-17,Dark Purple,299
2019-06-17,Dark Red,7691
2019-06-17,Dark Turquoise,825
2019-06-17,Dark Yellow,2459
2019-06-17,Gold,3463
2019-06-17,Green,2773
2019-06-17,Greenish Khaki,15378
2019-06-17,Grey,8877
2019-06-17,Greyish Beige,325
2019-06-17,Light Beige,22333
2019-06-17,Light Blue,21446
2019-06-17,Light Green,3266
2019-06-17,Light Grey,4102
2019-06-17,Light Orange,7880
2019-06-17,Light Pink,15213
2019-06-17,Light Purple,448
2019-06-17,Light Red,743
2019-06-17,Light Turquoise,1335
2019-06-17,Light Yellow,3822
2019-06-17,Off White,17130
2019-06-17,Orange,2739
2019-06-17,Other,590
2019-06-17,Other Blue,231
2019-06-17,Other Green,220
2019-06-17,Other Orange,602
2019-06-17,Other Pink,855
2019-06-17,Other Purple,487
2019-06-17,Other Red,241
2019-06-17,Other Turquoise,16
2019-06-17,Other Yellow,513
2019-06-17,Pink,6227
2019-06-17,Purple,356
2019-06-17,Red,16570
2019-06-17,Silver,1217
2019-06-17,Transparent,192
2019-06-17,Turquoise,1657
2019-06-17,Unknown,159
2019-06-17,White,81218
2019-06-17,Yellow,9751
2019-06-17,Yellowish Brown,6436
2019-06-24,Beige,10253
2019-06-24,Black,174273
2019-06-24,Blue,18909
2019-06-24,Bronze/Copper,211
2019-06-24,Dark Beige,2147
2019-06-24,Dark Blue,50305
2019-06-24,Dark Green,8159
2019-06-24,Dark Grey,8769
2019-06-24,Dark Orange,9684
2019-06-24,Dark Pink,2865
2019-06-24,Dark Purple,221
2019-06-24,Dark Red,9096
2019-06-24,Dark Turquoise,755
2019-06-24,Dark Yellow,2027
2019-06-24,Gold,3475
2019-06-24,Green,2578
2019-06-24,Greenish Khaki,14778
2019-06-24,Grey,8743
2019-06-24,Greyish Beige,312
2019-06-24,Light Beige,23459
2019-06-24,Light Blue,20911
2019-06-24,Light Green,3010
2019-06-24,Light Grey,3979
2019-06-24,Light Orange,8535
2019-06-24,Light Pink,13219
2019-06-24,Light Purple,467
2019-06-24,Light Red,691
2019-06-24,Light Turquoise,1374
2019-06-24,Light Yellow,4214
2019-06-24,Off White,19248
2019-06-24,Orange,3749
2019-06-24,Other,589
2019-06-24,Other Blue,237
2019-06-24,Other Green,134
2019-06-24,Other Orange,628
2019-06-24,Other Pink,1511
2019-06-24,Other Purple,385
2019-06-24,Other Red,276
2019-06-24,Other Turquoise,38
2019-06-24,Other Yellow,557
2019-06-24,Pink,6803
2019-06-24,Purple,285
2019-06-24,Red,17419
2019-06-24,Silver,1156
2019-06-24,Transparent,156
2019-06-24,Turquoise,1635
2019-06-24,Unknown,140
2019-06-24,White,83438
2019-06-24,Yellow,10582
2019-06-24,Yellowish Brown,6605
2019-07-01,Beige,8161
2019-07-01,Black,133911
2019-07-01,Blue,14089
2019-07-01,Bronze/Copper,189
2019-07-01,Dark Beige,1824
2019-07-01,Dark Blue,38029
2019-07-01,Dark Green,5536
2019-07-01,Dark Grey,7109
2019-07-01,Dark Orange,6180
2019-07-01,Dark Pink,2494
2019-07-01,Dark Purple,242
2019-07-01,Dark Red,6790
2019-07-01,Dark Turquoise,603
2019-07-01,Dark Yellow,1821
2019-07-01,Gold,3222
2019-07-01,Green,2145
2019-07-01,Greenish Khaki,9850
2019-07-01,Grey,6989
2019-07-01,Greyish Beige,331
2019-07-01,Light Beige,18150
2019-07-01,Light Blue,15748
2019-07-01,Light Green,1872
2019-07-01,Light Grey,3779
2019-07-01,Light Orange,6994
2019-07-01,Light Pink,10587
2019-07-01,Light Purple,421
2019-07-01,Light Red,470
2019-07-01,Light Turquoise,943
2019-07-01,Light Yellow,2896
2019-07-01,Off White,14695
2019-07-01,Orange,3102
2019-07-01,Other,306
2019-07-01,Other Blue,127
2019-07-01,Other Green,84
2019-07-01,Other Orange,421
2019-07-01,Other Pink,1821
2019-07-01,Other Purple,329
2019-07-01,Other Red,574
2019-07-01,Other Turquoise,19
2019-07-01,Other Yellow,507
2019-07-01,Pink,6897
2019-07-01,Purple,212
2019-07-01,Red,11890
2019-07-01,Silver,1031
2019-07-01,Transparent,125
2019-07-01,Turquoise,1235
2019-07-01,Unknown,140
2019-07-01,White,62217
2019-07-01,Yellow,7600
2019-07-01,Yellowish Brown,4819
2019-07-08,Beige,7436
2019-07-08,Black,118673
2019-07-08,Blue,13160
2019-07-08,Bronze/Copper,124
2019-07-08,Dark Beige,1936
2019-07-08,Dark Blue,32865
2019-07-08,Dark Green,4548
2019-07-08,Dark Grey,5822
2019-07-08,Dark Orange,5500
2019-07-08,Dark Pink,2400
2019-07-08,Dark Purple,190
2019-07-08,Dark Red,6110
2019-07-08,Dark Turquoise,426
2019-07-08,Dark Yellow,1666
2019-07-08,Gold,2492
2019-07-08,Green,2155
2019-07-08,Greenish Khaki,8778
2019-07-08,Grey,6787
2019-07-08,Greyish Beige,314
2019-07-08,Light Beige,15124
2019-07-08,Light Blue,14642
2019-07-08,Light Green,1588
2019-07-08,Light Grey,3694
2019-07-08,Light Orange,5663
2019-07-08,Light Pink,9506
2019-07-08,Light Purple,293
2019-07-08,Light Red,351
2019-07-08,Light Turquoise,735
2019-07-08,Light Yellow,2712
2019-07-08,Off White,12520
2019-07-08,Orange,2346
2019-07-08,Other,293
2019-07-08,Other Blue,133
2019-07-08,Other Green,50
2019-07-08,Other Orange,453
2019-07-08,Other Pink,755
2019-07-08,Other Purple,136
2019-07-08,Other Red,358
2019-07-08,Other Turquoise,19
2019-07-08,Other Yellow,527
2019-07-08,Pink,6135
2019-07-08,Purple,154
2019-07-08,Red,9700
2019-07-08,Silver,944
2019-07-08,Transparent,120
2019-07-08,Turquoise,1114
2019-07-08,Unknown,100
2019-07-08,White,52449
2019-07-08,Yellow,6006
2019-07-08,Yellowish Brown,4635
2019-07-15,Beige,7235
2019-07-15,Black,117249
2019-07-15,Blue,13253
2019-07-15,Bronze/Copper,123
2019-07-15,Dark Beige,1967
2019-07-15,Dark Blue,33703
2019-07-15,Dark Green,4312
2019-07-15,Dark Grey,5941
2019-07-15,Dark Orange,4865
2019-07-15,Dark Pink,2705
2019-07-15,Dark Purple,234
2019-07-15,Dark Red,6811
2019-07-15,Dark Turquoise,392
2019-07-15,Dark Yellow,1545
2019-07-15,Gold,2497
2019-07-15,Green,2075
2019-07-15,Greenish Khaki,9011
2019-07-15,Grey,6744
2019-07-15,Greyish Beige,331
2019-07-15,Light Beige,14722
2019-07-15,Light Blue,13464
2019-07-15,Light Green,1727
2019-07-15,Light Grey,3597
2019-07-15,Light Orange,5484
2019-07-15,Light Pink,9155
2019-07-15,Light Purple,271
2019-07-15,Light Red,347
2019-07-15,Light Turquoise,766
2019-07-15,Light Yellow,2555
2019-07-15,Off White,11714
2019-07-15,Orange,2142
2019-07-15,Other,261
2019-07-15,Other Blue,245
2019-07-15,Other Green,65
2019-07-15,Other Orange,506
2019-07-15,Other Pink,964
2019-07-15,Other Purple,160
2019-07-15,Other Red,341
2019-07-15,Other Turquoise,14
2019-07-15,Other Yellow,512
2019-07-15,Pink,5797
2019-07-15,Purple,197
2019-07-15,Red,9700
2019-07-15,Silver,877
2019-07-15,Transparent,94
2019-07-15,Turquoise,1265
2019-07-15,Unknown,61
2019-07-15,White,52513
2019-07-15,Yellow,5921
2019-07-15,Yellowish Brown,4647
2019-07-22,Beige,8634
2019-07-22,Black,146605
2019-07-22,Blue,15734
2019-07-22,Bronze/Copper,155
2019-07-22,Dark Beige,2303
2019-07-22,Dark Blue,42671
2019-07-22,Dark Green,5829
2019-07-22,Dark Grey,7127
2019-07-22,Dark Orange,6289
2019-07-22,Dark Pink,3904
2019-07-22,Dark Purple,291
2019-07-22,Dark Red,9975
2019-07-22,Dark Turquoise,531
2019-07-22,Dark Yellow,2175
2019-07-22,Gold,2547
2019-07-22,Green,3232
2019-07-22,Greenish Khaki,11835
2019-07-22,Grey,7484
2019-07-22,Greyish Beige,402
2019-07-22,Light Beige,19228
2019-07-22,Light Blue,16153
2019-07-22,Light Green,2741
2019-07-22,Light Grey,3728
2019-07-22,Light Orange,6812
2019-07-22,Light Pink,10617
2019-07-22,Light Purple,555
2019-07-22,Light Red,484
2019-07-22,Light Turquoise,1128
2019-07-22,Light Yellow,3388
2019-07-22,Off White,17348
2019-07-22,Orange,3327
2019-07-22,Other,292
2019-07-22,Other Blue,370
2019-07-22,Other Green,76
2019-07-22,Other Orange,651
2019-07-22,Other Pink,1031
2019-07-22,Other Purple,227
2019-07-22,Other Red,545
2019-07-22,Other Turquoise,18
2019-07-22,Other Yellow,728
2019-07-22,Pink,6866
2019-07-22,Purple,608
2019-07-22,Red,12651
2019-07-22,Silver,817
2019-07-22,Transparent,89
2019-07-22,Turquoise,1978
2019-07-22,Unknown,91
2019-07-22,White,65627
2019-07-22,Yellow,8978
2019-07-22,Yellowish Brown,6991
2019-07-29,Beige,6797
2019-07-29,Black,107506
2019-07-29,Blue,11832
2019-07-29,Bronze/Copper,117
2019-07-29,Dark Beige,1962
2019-07-29,Dark Blue,27531
2019-07-29,Dark Green,4355
2019-07-29,Dark Grey,5114
2019-07-29,Dark Orange,4243
2019-07-29,Dark Pink,2610
2019-07-29,Dark Purple,277
2019-07-29,Dark Red,7515
2019-07-29,Dark Turquoise,413
2019-07-29,Dark Yellow,1206
2019-07-29,Gold,2045
2019-07-29,Green,1810
2019-07-29,Greenish Khaki,7869
2019-07-29,Grey,5775
2019-07-29,Greyish Beige,286
2019-07-29,Light Beige,14343
2019-07-29,Light Blue,10792
2019-07-29,Light Green,1545
2019-07-29,Light Grey,2773
2019-07-29,Light Orange,4580
2019-07-29,Light Pink,7916
2019-07-29,Light Purple,336
2019-07-29,Light Red,259
2019-07-29,Light Turquoise,722
2019-07-29,Light Yellow,1854
2019-07-29,Off White,10594
2019-07-29,Orange,1711
2019-07-29,Other,145
2019-07-29,Other Blue,227
2019-07-29,Other Green,39
2019-07-29,Other Orange,397
2019-07-29,Other Pink,604
2019-07-29,Other Purple,97
2019-07-29,Other Red,303
2019-07-29,Other Turquoise,9
2019-07-29,Other Yellow,661
2019-07-29,Pink,5584
2019-07-29,Purple,188
2019-07-29,Red,8856
2019-07-29,Silver,732
2019-07-29,Transparent,78
2019-07-29,Turquoise,1161
2019-07-29,Unknown,46
2019-07-29,White,42911
2019-07-29,Yellow,5647
2019-07-29,Yellowish Brown,5011
2019-08-05,Beige,6680
2019-08-05,Black,101256
2019-08-05,Blue,10959
2019-08-05,Bronze/Copper,101
2019-08-05,Dark Beige,2284
2019-08-05,Dark Blue,23455
2019-08-05,Dark Green,4849
2019-08-05,Dark Grey,5208
2019-08-05,Dark Orange,3904
2019-08-05,Dark Pink,3128
2019-08-05,Dark Purple,239
2019-08-05,Dark Red,7872
2019-08-05,Dark Turquoise,595
2019-08-05,Dark Yellow,1041
2019-08-05,Gold,1892
2019-08-05,Green,1620
2019-08-05,Greenish Khaki,7058
2019-08-05,Grey,5625
2019-08-05,Greyish Beige,349
2019-08-05,Light Beige,12889
2019-08-05,Light Blue,9032
2019-08-05,Light Green,1176
2019-08-05,Light Grey,2600
2019-08-05,Light Orange,4185
2019-08-05,Light Pink,6710
2019-08-05,Light Purple,265
2019-08-05,Light Red,255
2019-08-05,Light Turquoise,606
2019-08-05,Light Yellow,1377
2019-08-05,Off White,8486
2019-08-05,Orange,1327
2019-08-05,Other,113
2019-08-05,Other Blue,189
2019-08-05,Other Green,36
2019-08-05,Other Orange,373
2019-08-05,Other Pink,397
2019-08-05,Other Purple,62
2019-08-05,Other Red,209
2019-08-05,Other Turquoise,4
2019-08-05,Other Yellow,633
2019-08-05,Pink,4691
2019-08-05,Purple,228
2019-08-05,Red,6802
2019-08-05,Silver,699
2019-08-05,Transparent,70
2019-08-05,Turquoise,957
2019-08-05,Unknown,37
2019-08-05,White,36927
2019-08-05,Yellow,4565
2019-08-05,Yellowish Brown,4777
2019-08-12,Beige,8597
2019-08-12,Black,109444
2019-08-12,Blue,12144
2019-08-12,Bronze/Copper,144
2019-08-12,Dark Beige,3316
2019-08-12,Dark Blue,23727
2019-08-12,Dark Green,5510
2019-08-12,Dark Grey,5539
2019-08-12,Dark Orange,3918
2019-08-12,Dark Pink,2688
2019-08-12,Dark Purple,260
2019-08-12,Dark Red,8929
2019-08-12,Dark Turquoise,1246
2019-08-12,Dark Yellow,1005
2019-08-12,Gold,1806
2019-08-12,Green,1681
2019-08-12,Greenish Khaki,7996
2019-08-12,Grey,7441
2019-08-12,Greyish Beige,772
2019-08-12,Light Beige,14345
2019-08-12,Light Blue,9359
2019-08-12,Light Green,1072
2019-08-12,Light Grey,3616
2019-08-12,Light Orange,4030
2019-08-12,Light Pink,8302
2019-08-12,Light Purple,344
2019-08-12,Light Red,244
2019-08-12,Light Turquoise,844
2019-08-12,Light Yellow,1612
2019-08-12,Off White,9176
2019-08-12,Orange,1446
2019-08-12,Other,182
2019-08-12,Other Blue,203
2019-08-12,Other Green,44
2019-08-12,Other Orange,305
2019-08-12,Other Pink,417
2019-08-12,Other Purple,36
2019-08-12,Other Red,158
2019-08-12,Other Turquoise,4
2019-08-12,Other Yellow,797
2019-08-12,Pink,6409
2019-08-12,Purple,253
2019-08-12,Red,6685
2019-08-12,Silver,746
2019-08-12,Transparent,56
2019-08-12,Turquoise,968
2019-08-12,Unknown,47
2019-08-12,White,36354
2019-08-12,Yellow,4868
2019-08-12,Yellowish Brown,5943
2019-08-19,Beige,6980
2019-08-19,Black,91969
2019-08-19,Blue,9510
2019-08-19,Bronze/Copper,89
2019-08-19,Dark Beige,3634
2019-08-19,Dark Blue,16964
2019-08-19,Dark Green,4788
2019-08-19,Dark Grey,4561
2019-08-19,Dark Orange,2796
2019-08-19,Dark Pink,1894
2019-08-19,Dark Purple,214
2019-08-19,Dark Red,7161
2019-08-19,Dark Turquoise,1497
2019-08-19,Dark Yellow,812
2019-08-19,Gold,2036
2019-08-19,Green,1091
2019-08-19,Greenish Khaki,5671
2019-08-19,Grey,5680
2019-08-19,Greyish Beige,592
2019-08-19,Light Beige,11963
2019-08-19,Light Blue,7179
2019-08-19,Light Green,663
2019-08-19,Light Grey,2934
2019-08-19,Light Orange,3014
2019-08-19,Light Pink,5754
2019-08-19,Light Purple,203
2019-08-19,Light Red,158
2019-08-19,Light Turquoise,581
2019-08-19,Light Yellow,1120
2019-08-19,Off White,7057
2019-08-19,Orange,1234
2019-08-19,Other,62
2019-08-19,Other Blue,116
2019-08-19,Other Green,20
2019-08-19,Other Orange,219
2019-08-19,Other Pink,292
2019-08-19,Other Purple,28
2019-08-19,Other Red,144
2019-08-19,Other Yellow,625
2019-08-19,Pink,4548
2019-08-19,Purple,147
2019-08-19,Red,4541
2019-08-19,Silver,812
2019-08-19,Transparent,61
2019-08-19,Turquoise,678
2019-08-19,Unknown,22
2019-08-19,White,28428
2019-08-19,Yellow,3608
2019-08-19,Yellowish Brown,5538
2019-08-26,Beige,6792
2019-08-26,Black,86817
2019-08-26,Blue,7647
2019-08-26,Bronze/Copper,53
2019-08-26,Dark Beige,3890
2019-08-26,Dark Blue,14839
2019-08-26,Dark Green,4531
2019-08-26,Dark Grey,4213
2019-08-26,Dark Orange,2617
2019-08-26,Dark Pink,1617
2019-08-26,Dark Purple,150
2019-08-26,Dark Red,6828
2019-08-26,Dark Turquoise,1734
2019-08-26,Dark Yellow,707
2019-08-26,Gold,1730
2019-08-26,Green,950
2019-08-26,Greenish Khaki,4541
2019-08-26,Grey,5017
2019-08-26,Greyish Beige,678
2019-08-26,Light Beige,10749
2019-08-26,Light Blue,5750
2019-08-26,Light Green,454
2019-08-26,Light Grey,2597
2019-08-26,Light Orange,2439
2019-08-26,Light Pink,4912
2019-08-26,Light Purple,144
2019-08-26,Light Red,101
2019-08-26,Light Turquoise,522
2019-08-26,Light Yellow,893
2019-08-26,Off White,6297
2019-08-26,Orange,1204
2019-08-26,Other,40
2019-08-26,Other Blue,51
2019-08-26,Other Green,11
2019-08-26,Other Orange,213
2019-08-26,Other Pink,357
2019-08-26,Other Purple,23
2019-08-26,Other Red,121
2019-08-26,Other Turquoise,5
2019-08-26,Other Yellow,487
2019-08-26,Pink,3923
2019-08-26,Purple,86
2019-08-26,Red,3638
2019-08-26,Silver,773
2019-08-26,Transparent,43
2019-08-26,Turquoise,568
2019-08-26,Unknown,15
2019-08-26,White,24143
2019-08-26,Yellow,3343
2019-08-26,Yellowish Brown,5001
2019-09-02,Beige,8500
2019-09-02,Black,98261
2019-09-02,Blue,8182
2019-09-02,Bronze/Copper,51
2019-09-02,Dark Beige,6280
2019-09-02,Dark Blue,15489
2019-09-02,Dark Green,5656
2019-09-02,Dark Grey,5518
2019-09-02,Dark Orange,2893
2019-09-02,Dark Pink,1574
2019-09-02,Dark Purple,178
2019-09-02,Dark Red,8169
2019-09-02,Dark Turquoise,2185
2019-09-02,Dark Yellow,909
2019-09-02,Gold,1727
2019-09-02,Green,955
2019-09-02,Greenish Khaki,4912
2019-09-02,Grey,7449
2019-09-02,Greyish Beige,1123
2019-09-02,Light Beige,12300
2019-09-02,Light Blue,5229
2019-09-02,Light Green,392
2019-09-02,Light Grey,3439
2019-09-02,Light Orange,2585
2019-09-02,Light Pink,5149
2019-09-02,Light Purple,124
2019-09-02,Light Red,99
2019-09-02,Light Turquoise,512
2019-09-02,Light Yellow,524
2019-09-02,Off White,5582
2019-09-02,Orange,2054
2019-09-02,Other,37
2019-09-02,Other Blue,28
2019-09-02,Other Green,8
2019-09-02,Other Orange,194
2019-09-02,Other Pink,322
2019-09-02,Other Purple,17
2019-09-02,Other Red,86
2019-09-02,Other Turquoise,2
2019-09-02,Other Yellow,492
2019-09-02,Pink,3909
2019-09-02,Purple,56
2019-09-02,Red,3355
2019-09-02,Silver,915
2019-09-02,Transparent,53
2019-09-02,Turquoise,442
2019-09-02,Unknown,10
2019-09-02,White,21677
2019-09-02,Yellow,3967
2019-09-02,Yellowish Brown,6513
2019-09-09,Beige,8089
2019-09-09,Black,91453
2019-09-09,Blue,7513
2019-09-09,Bronze/Copper,21
2019-09-09,Dark Beige,5396
2019-09-09,Dark Blue,13840
2019-09-09,Dark Green,6525
2019-09-09,Dark Grey,5281
2019-09-09,Dark Orange,2585
2019-09-09,Dark Pink,1586
2019-09-09,Dark Purple,125
2019-09-09,Dark Red,8114
2019-09-09,Dark Turquoise,1837
2019-09-09,Dark Yellow,1227
2019-09-09,Gold,1543
2019-09-09,Green,881
2019-09-09,Greenish Khaki,4372
2019-09-09,Grey,7810
2019-09-09,Greyish Beige,1211
2019-09-09,Light Beige,11401
2019-09-09,Light Blue,4653
2019-09-09,Light Green,306
2019-09-09,Light Grey,3741
2019-09-09,Light Orange,2694
2019-09-09,Light Pink,4717
2019-09-09,Light Purple,84
2019-09-09,Light Red,59
2019-09-09,Light Turquoise,398
2019-09-09,Light Yellow,418
2019-09-09,Off White,7566
2019-09-09,Orange,2355
2019-09-09,Other,28
2019-09-09,Other Blue,45
2019-09-09,Other Green,7
2019-09-09,Other Orange,112
2019-09-09,Other Pink,346
2019-09-09,Other Purple,14
2019-09-09,Other Red,61
2019-09-09,Other Yellow,618
2019-09-09,Pink,3228
2019-09-09,Purple,53
2019-09-09,Red,2832
2019-09-09,Silver,807
2019-09-09,Transparent,38
2019-09-09,Turquoise,408
2019-09-09,Unknown,13
2019-09-09,White,18805
2019-09-09,Yellow,3757
2019-09-09,Yellowish Brown,7445
2019-09-16,Beige,7770
2019-09-16,Black,88003
2019-09-16,Blue,6525
2019-09-16,Bronze/Copper,20
2019-09-16,Dark Beige,4889
2019-09-16,Dark Blue,12479
2019-09-16,Dark Green,8423
2019-09-16,Dark Grey,4997
2019-09-16,Dark Orange,2276
2019-09-16,Dark Pink,1657
2019-09-16,Dark Purple,140
2019-09-16,Dark Red,7495
2019-09-16,Dark Turquoise,1759
2019-09-16,Dark Yellow,1402
2019-09-16,Gold,1415
2019-09-16,Green,693
2019-09-16,Greenish Khaki,3898
2019-09-16,Grey,7145
2019-09-16,Greyish Beige,1168
2019-09-16,Light Beige,10806
2019-09-16,Light Blue,3879
2019-09-16,Light Green,242
2019-09-16,Light Grey,3285
2019-09-16,Light Orange,2391
2019-09-16,Light Pink,4640
2019-09-16,Light Purple,114
2019-09-16,Light Red,58
2019-09-16,Light Turquoise,278
2019-09-16,Light Yellow,314
2019-09-16,Off White,6460
2019-09-16,Orange,2411
2019-09-16,Other,25
2019-09-16,Other Blue,29
2019-09-16,Other Green,5
2019-09-16,Other Orange,120
2019-09-16,Other Pink,240
2019-09-16,Other Purple,15
2019-09-16,Other Red,54
2019-09-16,Other Yellow,552
2019-09-16,Pink,2890
2019-09-16,Purple,51
2019-09-16,Red,2535
2019-09-16,Silver,644
2019-09-16,Transparent,27
2019-09-16,Turquoise,344
2019-09-16,Unknown,12
2019-09-16,White,16972
2019-09-16,Yellow,3536
2019-09-16,Yellowish Brown,7195
2019-09-23,Beige,14851
2019-09-23,Black,163679
2019-09-23,Blue,10887
2019-09-23,Bronze/Copper,40
2019-09-23,Dark Beige,10011
2019-09-23,Dark Blue,23291
2019-09-23,Dark Green,14119
2019-09-23,Dark Grey,10508
2019-09-23,Dark Orange,3480
2019-09-23,Dark Pink,3795
2019-09-23,Dark Purple,226
2019-09-23,Dark Red,15659
2019-09-23,Dark Turquoise,3140
2019-09-23,Dark Yellow,2472
2019-09-23,Gold,2725
2019-09-23,Green,895
2019-09-23,Greenish Khaki,7262
2019-09-23,Grey,14227
2019-09-23,Greyish Beige,2277
2019-09-23,Light Beige,19497
2019-09-23,Light Blue,6197
2019-09-23,Light Green,422
2019-09-23,Light Grey,5684
2019-09-23,Light Orange,3828
2019-09-23,Light Pink,8374
2019-09-23,Light Purple,188
2019-09-23,Light Red,81
2019-09-23,Light Turquoise,371
2019-09-23,Light Yellow,540
2019-09-23,Off White,10067
2019-09-23,Orange,3227
2019-09-23,Other,31
2019-09-23,Other Blue,52
2019-09-23,Other Green,8
2019-09-23,Other Orange,126
2019-09-23,Other Pink,374
2019-09-23,Other Purple,10
2019-09-23,Other Red,135
2019-09-23,Other Turquoise,1
2019-09-23,Other Yellow,584
2019-09-23,Pink,5006
2019-09-23,Purple,94
2019-09-23,Red,4512
2019-09-23,Silver,1004
2019-09-23,Transparent,57
2019-09-23,Turquoise,616
2019-09-23,Unknown,10
2019-09-23,White,27657
2019-09-23,Yellow,7270
2019-09-23,Yellowish Brown,13857
2019-09-30,Beige,12129
2019-09-30,Black,116411
2019-09-30,Blue,8494
2019-09-30,Bronze/Copper,35
2019-09-30,Dark Beige,7096
2019-09-30,Dark Blue,18209
2019-09-30,Dark Green,10118
2019-09-30,Dark Grey,7850
2019-09-30,Dark Orange,2617
2019-09-30,Dark Pink,2408
2019-09-30,Dark Purple,138
2019-09-30,Dark Red,10558
2019-09-30,Dark Turquoise,2186
2019-09-30,Dark Yellow,1950
2019-09-30,Gold,1688
2019-09-30,Green,740
2019-09-30,Greenish Khaki,5649
2019-09-30,Grey,11499
2019-09-30,Greyish Beige,1459
2019-09-30,Light Beige,14350
2019-09-30,Light Blue,5602
2019-09-30,Light Green,299
2019-09-30,Light Grey,4691
2019-09-30,Light Orange,2993
2019-09-30,Light Pink,7870
2019-09-30,Light Purple,312
2019-09-30,Light Red,108
2019-09-30,Light Turquoise,305
2019-09-30,Light Yellow,641
2019-09-30,Off White,7914
2019-09-30,Orange,2285
2019-09-30,Other,39
2019-09-30,Other Blue,69
2019-09-30,Other Green,7
2019-09-30,Other Orange,114
2019-09-30,Other Pink,239
2019-09-30,Other Purple,14
2019-09-30,Other Red,78
2019-09-30,Other Yellow,457
2019-09-30,Pink,4410
2019-09-30,Purple,84
2019-09-30,Red,4472
