week,graphical_appearance_name,sales_count
2019-12-09,Solid,118121
2019-12-09,Stripe,3178
2019-12-09,Transparent,159
2019-12-09,Treatment,632
2019-12-09,Unknown,13
2019-12-16,All over pattern,35695
2019-12-16,Application/3D,3531
2019-12-16,Argyle,13
2019-12-16,Chambray,254
2019-12-16,Check,14228
2019-12-16,Colour blocking,2607
2019-12-16,Contrast,3293
2019-12-16,Denim,14765
2019-12-16,Dot,1813
2019-12-16,Embroidery,2600
2019-12-16,Front print,4041
2019-12-16,Glittering/Metallic,5676
2019-12-16,Jacquard,5572
2019-12-16,Lace,5290
2019-12-16,Melange,31275
2019-12-16,Mesh,237
2019-12-16,Metallic,856
2019-12-16,Mixed solid/pattern,800
2019-12-16,Neps,711
2019-12-16,Other pattern,557
2019-12-16,Other structure,5076
2019-12-16,Placement print,3214
2019-12-16,Sequin,3458
2019-12-16,Slub,121
2019-12-16,Solid,185347
2019-12-16,Stripe,6413
2019-12-16,Transparent,307
2019-12-16,Treatment,980
2019-12-16,Unknown,14
2019-12-23,All over pattern,23828
2019-12-23,Application/3D,2028
2019-12-23,Argyle,28
2019-12-23,Chambray,171
2019-12-23,Check,8571
2019-12-23,Colour blocking,1867
2019-12-23,Contrast,2250
2019-12-23,Denim,11499
2019-12-23,Dot,1405
2019-12-23,Embroidery,1903
2019-12-23,Front print,2892
2019-12-23,Glittering/Metallic,3036
2019-12-23,Jacquard,2923
2019-12-23,Lace,3466
2019-12-23,Melange,21441
2019-12-23,Mesh,204
2019-12-23,Metallic,556
2019-12-23,Mixed solid/pattern,648
2019-12-23,Neps,546
2019-12-23,Other pattern,301
2019-12-23,Other structure,3962
2019-12-23,Placement print,2727
2019-12-23,Sequin,1886
2019-12-23,Slub,79
2019-12-23,Solid,133768
2019-12-23,Stripe,5301
2019-12-23,Transparent,176
2019-12-23,Treatment,767
2019-12-23,Unknown,12
2019-12-30,All over pattern,22961
2019-12-30,Application/3D,2060
2019-12-30,Argyle,8
2019-12-30,Chambray,126
2019-12-30,Check,8184
2019-12-30,Colour blocking,2114
2019-12-30,Contrast,2311
2019-12-30,Denim,13640
2019-12-30,Dot,1946
2019-12-30,Embroidery,2436
2019-12-30,Front print,2741
2019-12-30,Glittering/Metallic,2079
2019-12-30,Jacquard,2555
2019-12-30,Lace,2967
2019-12-30,Melange,21957
2019-12-30,Mesh,278
2019-12-30,Metallic,491
2019-12-30,Mixed solid/pattern,476
2019-12-30,Neps,406
2019-12-30,Other pattern,260
2019-12-30,Other structure,4226
2019-12-30,Placement print,2917
2019-12-30,Sequin,1580
2019-12-30,Slub,113
2019-12-30,Solid,137238
2019-12-30,Stripe,5533
2019-12-30,Transparent,167
2019-12-30,Treatment,645
2019-12-30,Unknown,27
2020-01-06,All over pattern,25686
2020-01-06,Application/3D,1337
2020-01-06,Argyle,8
2020-01-06,Chambray,111
2020-01-06,Check,7234
2020-01-06,Colour blocking,1924
2020-01-06,Contrast,1889
2020-01-06,Denim,13888
2020-01-06,Dot,1886
2020-01-06,Embroidery,2386
2020-01-06,Front print,2248
2020-01-06,Glittering/Metallic,1554
2020-01-06,Hologram,1
2020-01-06,Jacquard,1978
2020-01-06,Lace,2875
2020-01-06,Melange,19585
2020-01-06,Mesh,358
2020-01-06,Metallic,366
2020-01-06,Mixed solid/pattern,385
2020-01-06,Neps,247
2020-01-06,Other pattern,193
2020-01-06,Other structure,5104
2020-01-06,Placement print,2758
2020-01-06,Sequin,1085
2020-01-06,Slub,155
2020-01-06,Solid,138139
2020-01-06,Stripe,5583
2020-01-06,Transparent,131
2020-01-06,Treatment,620
2020-01-06,Unknown,3
2020-01-13,All over pattern,25397
2020-01-13,Application/3D,1004
2020-01-13,Argyle,5
2020-01-13,Chambray,87
2020-01-13,Check,5571
2020-01-13,Colour blocking,1719
2020-01-13,Contrast,1363
2020-01-13,Denim,12371
2020-01-13,Dot,1914
2020-01-13,Embroidery,2193
2020-01-13,Front print,2206
2020-01-13,Glittering/Metallic,1361
2020-01-13,Jacquard,1845
2020-01-13,Lace,2349
2020-01-13,Melange,17693
2020-01-13,Mesh,384
2020-01-13,Metallic,312
2020-01-13,Mixed solid/pattern,469
2020-01-13,Neps,166
2020-01-13,Other pattern,155
2020-01-13,Other structure,5880
2020-01-13,Placement print,2418
2020-01-13,Sequin,767
2020-01-13,Slub,134
2020-01-13,Solid,131369
2020-01-13,Stripe,5441
2020-01-13,Transparent,136
2020-01-13,Treatment,564
2020-01-13,Unknown,10
2020-01-20,All over pattern,28267
2020-01-20,Application/3D,1036
2020-01-20,Argyle,9
2020-01-20,Chambray,88
2020-01-20,Check,6242
2020-01-20,Colour blocking,1912
2020-01-20,Contrast,1697
2020-01-20,Denim,13920
2020-01-20,Dot,1866
2020-01-20,Embroidery,2209
2020-01-20,Front print,2419
2020-01-20,Glittering/Metallic,1590
2020-01-20,Jacquard,1858
2020-01-20,Lace,2704
2020-01-20,Melange,19711
2020-01-20,Mesh,587
2020-01-20,Metallic,294
2020-01-20,Mixed solid/pattern,696
2020-01-20,Neps,187
2020-01-20,Other pattern,209
2020-01-20,Other structure,6520
2020-01-20,Placement print,2530
2020-01-20,Sequin,904
2020-01-20,Slub,134
2020-01-20,Solid,146351
2020-01-20,Stripe,6286
2020-01-20,Transparent,114
2020-01-20,Treatment,599
2020-01-20,Unknown,15
2020-01-27,All over pattern,26088
2020-01-27,Application/3D,1112
2020-01-27,Argyle,6
2020-01-27,Chambray,77
2020-01-27,Check,5952
2020-01-27,Colour blocking,1691
2020-01-27,Contrast,1625
2020-01-27,Denim,16314
2020-01-27,Dot,1626
2020-01-27,Embroidery,2321
2020-01-27,Front print,2163
2020-01-27,Glittering/Metallic,1722
2020-01-27,Jacquard,1515
2020-01-27,Lace,2423
2020-01-27,Melange,18282
2020-01-27,Mesh,864
2020-01-27,Metallic,322
2020-01-27,Mixed solid/pattern,541
2020-01-27,Neps,181
2020-01-27,Other pattern,261
2020-01-27,Other structure,6852
2020-01-27,Placement print,2343
2020-01-27,Sequin,844
2020-01-27,Slub,111
2020-01-27,Solid,144600
2020-01-27,Stripe,6176
2020-01-27,Transparent,129
2020-01-27,Treatment,517
2020-01-27,Unknown,12
2020-02-03,All over pattern,27303
2020-02-03,Application/3D,875
2020-02-03,Argyle,8
2020-02-03,Chambray,82
2020-02-03,Check,5940
2020-02-03,Colour blocking,1577
2020-02-03,Contrast,1395
2020-02-03,Denim,16021
2020-02-03,Dot,1664
2020-02-03,Embroidery,2324
2020-02-03,Front print,2008
2020-02-03,Glittering/Metallic,1641
2020-02-03,Hologram,2
2020-02-03,Jacquard,1350
2020-02-03,Lace,2282
2020-02-03,Melange,16552
2020-02-03,Mesh,822
2020-02-03,Metallic,528
2020-02-03,Mixed solid/pattern,527
2020-02-03,Neps,164
2020-02-03,Other pattern,244
2020-02-03,Other structure,7469
2020-02-03,Placement print,2643
2020-02-03,Sequin,695
2020-02-03,Slub,112
2020-02-03,Solid,149289
2020-02-03,Stripe,6887
2020-02-03,Transparent,129
2020-02-03,Treatment,517
2020-02-03,Unknown,17
2020-02-10,All over pattern,24196
2020-02-10,Application/3D,671
2020-02-10,Argyle,2
2020-02-10,Chambray,65
2020-02-10,Check,5324
2020-02-10,Colour blocking,1358
2020-02-10,Contrast,1159
2020-02-10,Denim,14625
2020-02-10,Dot,1544
2020-02-10,Embroidery,2513
2020-02-10,Front print,1910
2020-02-10,Glittering/Metallic,1299
2020-02-10,Hologram,2
2020-02-10,Jacquard,1278
2020-02-10,Lace,2255
2020-02-10,Melange,13480
2020-02-10,Mesh,685
2020-02-10,Metallic,528
2020-02-10,Mixed solid/pattern,464
2020-02-10,Neps,109
2020-02-10,Other pattern,150
2020-02-10,Other structure,7131
2020-02-10,Placement print,2575
2020-02-10,Sequin,810
2020-02-10,Slub,71
2020-02-10,Solid,137496
2020-02-10,Stripe,6817
2020-02-10,Transparent,101
2020-02-10,Treatment,459
2020-02-10,Unknown,13
2020-02-17,All over pattern,26419
2020-02-17,Application/3D,740
2020-02-17,Argyle,7
2020-02-17,Chambray,92
2020-02-17,Check,5220
2020-02-17,Colour blocking,1394
2020-02-17,Contrast,1067
2020-02-17,Denim,13915
2020-02-17,Dot,1760
2020-02-17,Embroidery,2661
2020-02-17,Front print,2234
2020-02-17,Glittering/Metallic,1388
2020-02-17,Hologram,1
2020-02-17,Jacquard,1278
2020-02-17,Lace,2132
2020-02-17,Melange,12811
2020-02-17,Mesh,523
2020-02-17,Metallic,511
2020-02-17,Mixed solid/pattern,459
2020-02-17,Neps,93
2020-02-17,Other pattern,196
2020-02-17,Other structure,7296
2020-02-17,Placement print,2563
2020-02-17,Sequin,591
2020-02-17,Slub,102
2020-02-17,Solid,137228
2020-02-17,Stripe,7518
2020-02-17,Transparent,137
2020-02-17,Treatment,522
2020-02-17,Unknown,9
2020-02-24,All over pattern,29166
2020-02-24,Application/3D,678
2020-02-24,Argyle,9
2020-02-24,Chambray,102
2020-02-24,Check,5858
2020-02-24,Colour blocking,1335
2020-02-24,Contrast,1308
2020-02-24,Denim,17085
2020-02-24,Dot,2166
2020-02-24,Embroidery,3253
2020-02-24,Front print,2729
2020-02-24,Glittering/Metallic,1195
2020-02-24,Hologram,1
2020-02-24,Jacquard,1179
2020-02-24,Lace,2299
2020-02-24,Melange,13869
2020-02-24,Mesh,606
2020-02-24,Metallic,480
2020-02-24,Mixed solid/pattern,497
2020-02-24,Neps,141
2020-02-24,Other pattern,179
2020-02-24,Other structure,9125
2020-02-24,Placement print,2701
2020-02-24,Sequin,386
2020-02-24,Slub,112
2020-02-24,Solid,153187
2020-02-24,Stripe,8192
2020-02-24,Transparent,143
2020-02-24,Treatment,525
2020-02-24,Unknown,7
2020-03-02,All over pattern,34251
2020-03-02,Application/3D,858
2020-03-02,Argyle,2
2020-03-02,Chambray,159
2020-03-02,Check,6008
2020-03-02,Colour blocking,1877
2020-03-02,Contrast,1913
2020-03-02,Denim,18159
2020-03-02,Dot,3082
2020-03-02,Embroidery,4141
2020-03-02,Front print,2930
2020-03-02,Glittering/Metallic,1362
2020-03-02,Hologram,1
2020-03-02,Jacquard,1890
2020-03-02,Lace,3109
2020-03-02,Melange,16186
2020-03-02,Mesh,691
2020-03-02,Metallic,529
2020-03-02,Mixed solid/pattern,493
2020-03-02,Neps,108
2020-03-02,Other pattern,187
2020-03-02,Other structure,8928
2020-03-02,Placement print,3223
2020-03-02,Sequin,375
2020-03-02,Slub,102
2020-03-02,Solid,174381
2020-03-02,Stripe,9453
2020-03-02,Transparent,184
2020-03-02,Treatment,532
2020-03-02,Unknown,9
2020-03-09,All over pattern,26862
2020-03-09,Application/3D,569
2020-03-09,Argyle,1
2020-03-09,Chambray,162
2020-03-09,Check,4507
2020-03-09,Colour blocking,1264
2020-03-09,Contrast,1429
2020-03-09,Denim,15587
2020-03-09,Dot,1848
2020-03-09,Embroidery,3836
2020-03-09,Front print,1910
2020-03-09,Glittering/Metallic,1258
2020-03-09,Hologram,1
2020-03-09,Jacquard,1106
2020-03-09,Lace,2419
2020-03-09,Melange,12489
2020-03-09,Mesh,557
2020-03-09,Metallic,391
2020-03-09,Mixed solid/pattern,324
2020-03-09,Neps,70
2020-03-09,Other pattern,185
2020-03-09,Other structure,7448
2020-03-09,Placement print,3073
2020-03-09,Sequin,279
2020-03-09,Slub,65
2020-03-09,Solid,139048
2020-03-09,Stripe,7857
2020-03-09,Transparent,101
2020-03-09,Treatment,450
2020-03-09,Unknown,6
2020-03-16,All over pattern,17893
2020-03-16,Application/3D,319
2020-03-16,Argyle,2
2020-03-16,Chambray,90
2020-03-16,Check,2879
2020-03-16,Colour blocking,768
2020-03-16,Contrast,852
2020-03-16,Denim,13535
2020-03-16,Dot,1622
2020-03-16,Embroidery,2854
2020-03-16,Front print,1675
2020-03-16,Glittering/Metallic,795
2020-03-16,Jacquard,620
2020-03-16,Lace,1624
2020-03-16,Melange,9310
2020-03-16,Mesh,693
2020-03-16,Metallic,237
2020-03-16,Mixed solid/pattern,336
2020-03-16,Neps,44
2020-03-16,Other pattern,228
2020-03-16,Other structure,4762
2020-03-16,Placement print,2613
2020-03-16,Sequin,90
2020-03-16,Slub,77
2020-03-16,Solid,113779
2020-03-16,Stripe,5468
2020-03-16,Transparent,56
2020-03-16,Treatment,430
2020-03-16,Unknown,5
2020-03-23,All over pattern,21125
2020-03-23,Application/3D,329
2020-03-23,Chambray,104
2020-03-23,Check,2928
2020-03-23,Colour blocking,873
2020-03-23,Contrast,941
2020-03-23,Denim,17247
2020-03-23,Dot,1968
2020-03-23,Embroidery,2840
2020-03-23,Front print,1949
2020-03-23,Glittering/Metallic,754
2020-03-23,Jacquard,530
2020-03-23,Lace,1819
2020-03-23,Melange,10865
2020-03-23,Mesh,657
2020-03-23,Metallic,264
2020-03-23,Mixed solid/pattern,470
2020-03-23,Neps,11
2020-03-23,Other pattern,409
2020-03-23,Other structure,5556
2020-03-23,Placement print,2887
2020-03-23,Sequin,88
2020-03-23,Slub,88
2020-03-23,Solid,143483
2020-03-23,Stripe,7053
2020-03-23,Transparent,78
2020-03-23,Treatment,521
2020-03-23,Unknown,6
2020-03-30,All over pattern,34619
2020-03-30,Application/3D,312
2020-03-30,Chambray,176
2020-03-30,Check,3904
2020-03-30,Colour blocking,1312
2020-03-30,Contrast,1071
2020-03-30,Denim,25946
2020-03-30,Dot,5980
2020-03-30,Embroidery,3448
2020-03-30,Front print,2120
2020-03-30,Glittering/Metallic,938
2020-03-30,Jacquard,789
2020-03-30,Lace,2224
2020-03-30,Melange,13591
2020-03-30,Mesh,1180
2020-03-30,Metallic,472
2020-03-30,Mixed solid/pattern,794
2020-03-30,Neps,21
2020-03-30,Other pattern,178
2020-03-30,Other structure,10361
2020-03-30,Placement print,3336
2020-03-30,Sequin,84
2020-03-30,Slub,122
2020-03-30,Solid,198145
2020-03-30,Stripe,9960
2020-03-30,Transparent,79
2020-03-30,Treatment,832
2020-03-30,Unknown,3
2020-04-06,All over pattern,47899
2020-04-06,Application/3D,404
2020-04-06,Chambray,1028
2020-04-06,Check,3623
2020-04-06,Colour blocking,1179
2020-04-06,Contrast,777
2020-04-06,Denim,36879
2020-04-06,Dot,5874
2020-04-06,Embroidery,6654
2020-04-06,Front print,2757
2020-04-06,Glittering/Metallic,1165
2020-04-06,Jacquard,1092
2020-04-06,Lace,3100
2020-04-06,Melange,15347
2020-04-06,Mesh,1388
2020-04-06,Metallic,702
2020-04-06,Mixed solid/pattern,1323
2020-04-06,Neps,67
2020-04-06,Other pattern,160
2020-04-06,Other structure,18638
2020-04-06,Placement print,3809
2020-04-06,Sequin,120
2020-04-06,Slub,245
2020-04-06,Solid,253570
2020-04-06,Stripe,17518
2020-04-06,Transparent,83
2020-04-06,Treatment,888
2020-04-06,Unknown,5
2020-04-13,All over pattern,24960
2020-04-13,Application/3D,243
2020-04-13,Chambray,681
2020-04-13,Check,1900
2020-04-13,Colour blocking,654
2020-04-13,Contrast,432
2020-04-13,Denim,18461
2020-04-13,Dot,2547
2020-04-13,Embroidery,3118
2020-04-13,Front print,1690
2020-04-13,Glittering/Metallic,532
2020-04-13,Jacquard,888
2020-04-13,Lace,1528
2020-04-13,Melange,7819
2020-04-13,Mesh,863
2020-04-13,Metallic,353
2020-04-13,Mixed solid/pattern,615
2020-04-13,Neps,50
2020-04-13,Other pattern,83
2020-04-13,Other structure,8160
2020-04-13,Placement print,1694
2020-04-13,Sequin,75
2020-04-13,Slub,137
2020-04-13,Solid,136446
2020-04-13,Stripe,9321
2020-04-13,Transparent,82
2020-04-13,Treatment,311
2020-04-20,All over pattern,36603
2020-04-20,Application/3D,385
2020-04-20,Chambray,649
2020-04-20,Check,2433
2020-04-20,Colour blocking,800
2020-04-20,Contrast,653
2020-04-20,Denim,23809
2020-04-20,Dot,3340
2020-04-20,Embroidery,2737
2020-04-20,Front print,1745
2020-04-20,Glittering/Metallic,584
2020-04-20,Jacquard,1010
2020-04-20,Lace,2460
2020-04-20,Melange,9457
2020-04-20,Mesh,876
2020-04-20,Metallic,519
2020-04-20,Mixed solid/pattern,806
2020-04-20,Neps,80
2020-04-20,Other pattern,83
2020-04-20,Other structure,12735
2020-04-20,Placement print,1638
2020-04-20,Sequin,106
2020-04-20,Slub,180
2020-04-20,Solid,184202
2020-04-20,Stripe,13608
2020-04-20,Transparent,90
2020-04-20,Treatment,419
2020-04-20,Unknown,1
2020-04-27,All over pattern,24482
2020-04-27,Application/3D,247
2020-04-27,Chambray,338
2020-04-27,Check,2077
2020-04-27,Colour blocking,709
2020-04-27,Contrast,604
2020-04-27,Denim,19655
2020-04-27,Dot,1981
2020-04-27,Embroidery,1720
2020-04-27,Front print,1549
2020-04-27,Glittering/Metallic,366
2020-04-27,Jacquard,602
2020-04-27,Lace,2883
2020-04-27,Melange,7948
2020-04-27,Mesh,461
2020-04-27,Metallic,257
2020-04-27,Mixed solid/pattern,579
2020-04-27,Neps,41
2020-04-27,Other pattern,56
2020-04-27,Other structure,8400
2020-04-27,Placement print,1241
2020-04-27,Sequin,81
2020-04-27,Slub,212
2020-04-27,Solid,136784
2020-04-27,Stripe,9372
2020-04-27,Transparent,77
2020-04-27,Treatment,254
2020-04-27,Unknown,1
2020-05-04,All over pattern,27860
2020-05-04,Application/3D,388
2020-05-04,Chambray,349
2020-05-04,Check,2125
2020-05-04,Colour blocking,668
2020-05-04,Contrast,741
2020-05-04,Denim,20126
2020-05-04,Dot,2035
2020-05-04,Embroidery,2271
2020-05-04,Front print,2167
2020-05-04,Glittering/Metallic,581
2020-05-04,Jacquard,567
2020-05-04,Lace,2288
2020-05-04,Melange,8151
2020-05-04,Mesh,616
2020-05-04,Metallic,426
2020-05-04,Mixed solid/pattern,590
2020-05-04,Neps,59
2020-05-04,Other pattern,124
2020-05-04,Other structure,12697
2020-05-04,Placement print,1750
2020-05-04,Sequin,92
2020-05-04,Slub,291
2020-05-04,Solid,141105
2020-05-04,Stripe,9554
2020-05-04,Transparent,134
2020-05-04,Treatment,365
2020-05-04,Unknown,1
2020-05-11,All over pattern,32153
2020-05-11,Application/3D,468
2020-05-11,Argyle,5
2020-05-11,Chambray,376
2020-05-11,Check,2450
2020-05-11,Colour blocking,738
2020-05-11,Contrast,725
2020-05-11,Denim,21292
2020-05-11,Dot,2576
2020-05-11,Embroidery,3716
2020-05-11,Front print,1654
2020-05-11,Glittering/Metallic,889
2020-05-11,Hologram,3
2020-05-11,Jacquard,800
2020-05-11,Lace,2040
2020-05-11,Melange,9536
2020-05-11,Mesh,667
2020-05-11,Metallic,581
2020-05-11,Mixed solid/pattern,592
2020-05-11,Neps,103
2020-05-11,Other pattern,149
2020-05-11,Other structure,21350
2020-05-11,Placement print,2237
2020-05-11,Sequin,103
2020-05-11,Slub,226
2020-05-11,Solid,163804
2020-05-11,Stripe,10733
2020-05-11,Transparent,220
2020-05-11,Treatment,368
2020-05-11,Unknown,1
2020-05-18,All over pattern,53637
2020-05-18,Application/3D,771
2020-05-18,Argyle,4
2020-05-18,Chambray,574
2020-05-18,Check,3460
2020-05-18,Colour blocking,962
2020-05-18,Contrast,931
2020-05-18,Denim,24132
2020-05-18,Dot,3444
2020-05-18,Embroidery,4732
2020-05-18,Front print,2485
2020-05-18,Glittering/Metallic,1193
2020-05-18,Hologram,7
2020-05-18,Jacquard,1269
2020-05-18,Lace,2629
2020-05-18,Melange,12512
2020-05-18,Mesh,694
2020-05-18,Metallic,768
2020-05-18,Mixed solid/pattern,853
2020-05-18,Neps,119
2020-05-18,Other pattern,161
2020-05-18,Other structure,27630
2020-05-18,Placement print,2771
2020-05-18,Sequin,139
2020-05-18,Slub,206
2020-05-18,Solid,212526
2020-05-18,Stripe,15351
2020-05-18,Transparent,285
2020-05-18,Treatment,390
2020-05-18,Unknown,1
2020-05-25,All over pattern,55221
2020-05-25,Application/3D,615
2020-05-25,Argyle,3
2020-05-25,Chambray,610
2020-05-25,Check,3281
2020-05-25,Colour blocking,899
2020-05-25,Contrast,964
2020-05-25,Denim,25129
2020-05-25,Dot,3183
2020-05-25,Embroidery,4711
2020-05-25,Front print,2324
2020-05-25,Glittering/Metallic,1109
2020-05-25,Hologram,4
2020-05-25,Jacquard,1040
2020-05-25,Lace,3472
2020-05-25,Melange,12155
2020-05-25,Mesh,723
2020-05-25,Metallic,911
2020-05-25,Mixed solid/pattern,928
2020-05-25,Neps,128
2020-05-25,Other pattern,249
2020-05-25,Other structure,22659
2020-05-25,Placement print,3200
2020-05-25,Sequin,155
2020-05-25,Slub,253
2020-05-25,Solid,221026
2020-05-25,Stripe,17756
2020-05-25,Transparent,330
2020-05-25,Treatment,372
2020-05-25,Unknown,2
2020-06-01,All over pattern,44617
2020-06-01,Application/3D,460
2020-06-01,Argyle,4
2020-06-01,Chambray,520
2020-06-01,Check,3194
2020-06-01,Colour blocking,977
2020-06-01,Contrast,934
2020-06-01,Denim,21729
2020-06-01,Dot,3135
2020-06-01,Embroidery,3731
2020-06-01,Front print,2262
2020-06-01,Glittering/Metallic,904
2020-06-01,Jacquard,873
2020-06-01,Lace,3055
2020-06-01,Melange,10716
2020-06-01,Mesh,584
2020-06-01,Metallic,668
2020-06-01,Mixed solid/pattern,1275
2020-06-01,Neps,106
2020-06-01,Other pattern,255
2020-06-01,Other structure,16633
2020-06-01,Placement print,3069
2020-06-01,Sequin,158
2020-06-01,Slub,223
2020-06-01,Solid,185950
2020-06-01,Stripe,14581
2020-06-01,Transparent,322
2020-06-01,Treatment,322
2020-06-01,Unknown,2
2020-06-08,All over pattern,38484
2020-06-08,Application/3D,426
2020-06-08,Argyle,3
2020-06-08,Chambray,461
2020-06-08,Check,2821
2020-06-08,Colour blocking,718
2020-06-08,Contrast,738
2020-06-08,Denim,18711
2020-06-08,Dot,2911
2020-06-08,Embroidery,3628
2020-06-08,Front print,1914
2020-06-08,Glittering/Metallic,992
2020-06-08,Jacquard,739
2020-06-08,Lace,2929
2020-06-08,Melange,9578
2020-06-08,Mesh,500
2020-06-08,Metallic,627
2020-06-08,Mixed solid/pattern,997
2020-06-08,Neps,113
2020-06-08,Other pattern,308
2020-06-08,Other structure,13520
2020-06-08,Placement print,2290
2020-06-08,Sequin,198
2020-06-08,Slub,186
2020-06-08,Solid,170375
2020-06-08,Stripe,11314
2020-06-08,Transparent,310
2020-06-08,Treatment,300
2020-06-08,Unknown,4
2020-06-15,All over pattern,69987
2020-06-15,Application/3D,918
2020-06-15,Argyle,5
2020-06-15,Chambray,641
2020-06-15,Check,4727
2020-06-15,Colour blocking,1365
2020-06-15,Contrast,1705
2020-06-15,Denim,31513
2020-06-15,Dot,5062
2020-06-15,Embroidery,6149
2020-06-15,Front print,2917
2020-06-15,Glittering/Metallic,1428
2020-06-15,Hologram,7
2020-06-15,Jacquard,1293
2020-06-15,Lace,7145
2020-06-15,Melange,13993
2020-06-15,Mesh,1114
2020-06-15,Metallic,978
2020-06-15,Mixed solid/pattern,1450
2020-06-15,Neps,142
2020-06-15,Other pattern,400
2020-06-15,Other structure,18752
2020-06-15,Placement print,3419
2020-06-15,Sequin,294
2020-06-15,Slub,1034
2020-06-15,Solid,288132
2020-06-15,Stripe,22071
2020-06-15,Transparent,314
2020-06-15,Treatment,367
2020-06-15,Unknown,2
2020-06-22,All over pattern,80162
2020-06-22,Application/3D,780
2020-06-22,Argyle,2
2020-06-22,Chambray,1155
2020-06-22,Check,5465
2020-06-22,Colour blocking,1276
2020-06-22,Contrast,1588
2020-06-22,Denim,33928
2020-06-22,Dot,5032
2020-06-22,Embroidery,7288
2020-06-22,Front print,3711
2020-06-22,Glittering/Metallic,1289
2020-06-22,Hologram,8
2020-06-22,Jacquard,1470
2020-06-22,Lace,7303
2020-06-22,Melange,15135
2020-06-22,Mesh,1217
2020-06-22,Metallic,1217
2020-06-22,Mixed solid/pattern,2435
2020-06-22,Neps,132
2020-06-22,Other pattern,386
2020-06-22,Other structure,27366
2020-06-22,Placement print,4850
2020-06-22,Sequin,387
2020-06-22,Slub,369
2020-06-22,Solid,323594
2020-06-22,Stripe,27220
2020-06-22,Transparent,366
2020-06-22,Treatment,350
2020-06-22,Unknown,2
2020-06-29,All over pattern,46413
2020-06-29,Application/3D,569
2020-06-29,Argyle,3
2020-06-29,Chambray,420
2020-06-29,Check,4615
2020-06-29,Colour blocking,1122
2020-06-29,Contrast,1310
2020-06-29,Denim,23169
2020-06-29,Dot,3385
2020-06-29,Embroidery,5527
2020-06-29,Front print,2873
2020-06-29,Glittering/Metallic,1237
2020-06-29,Hologram,10
2020-06-29,Jacquard,939
2020-06-29,Lace,5367
2020-06-29,Melange,12030
2020-06-29,Mesh,1166
2020-06-29,Metallic,766
2020-06-29,Mixed solid/pattern,1331
2020-06-29,Neps,130
2020-06-29,Other pattern,486
2020-06-29,Other structure,13280
2020-06-29,Placement print,3459
2020-06-29,Sequin,352
2020-06-29,Slub,213
2020-06-29,Solid,219031
2020-06-29,Stripe,15826
2020-06-29,Transparent,332
2020-06-29,Treatment,332
2020-06-29,Unknown,1
2020-07-06,All over pattern,35824
2020-07-06,Application/3D,493
2020-07-06,Argyle,2
2020-07-06,Chambray,272
2020-07-06,Check,3716
2020-07-06,Colour blocking,1491
2020-07-06,Contrast,1024
2020-07-06,Denim,18831
2020-07-06,Dot,2776
2020-07-06,Embroidery,4270
2020-07-06,Front print,2128
2020-07-06,Glittering/Metallic,1189
2020-07-06,Hologram,23
2020-07-06,Jacquard,642
2020-07-06,Lace,4017
2020-07-06,Melange,9694
2020-07-06,Mesh,1354
2020-07-06,Metallic,536
2020-07-06,Mixed solid/pattern,917
2020-07-06,Neps,91
2020-07-06,Other pattern,525
2020-07-06,Other structure,9956
2020-07-06,Placement print,3692
2020-07-06,Sequin,305
2020-07-06,Slub,197
2020-07-06,Solid,176319
2020-07-06,Stripe,12091
2020-07-06,Transparent,279
2020-07-06,Treatment,280
2020-07-13,All over pattern,37470
2020-07-13,Application/3D,435
2020-07-13,Argyle,1
2020-07-13,Chambray,269
2020-07-13,Check,3418
2020-07-13,Colour blocking,1267
2020-07-13,Contrast,850
2020-07-13,Denim,17285
2020-07-13,Dot,2278
2020-07-13,Embroidery,4471
2020-07-13,Front print,1871
2020-07-13,Glittering/Metallic,1114
2020-07-13,Hologram,20
2020-07-13,Jacquard,617
2020-07-13,Lace,3723
2020-07-13,Melange,9835
2020-07-13,Mesh,1050
2020-07-13,Metallic,540
2020-07-13,Mixed solid/pattern,840
2020-07-13,Neps,122
2020-07-13,Other pattern,436
2020-07-13,Other structure,11094
2020-07-13,Placement print,2935
2020-07-13,Sequin,249
2020-07-13,Slub,190
2020-07-13,Solid,170595
2020-07-13,Stripe,12303
2020-07-13,Transparent,259
2020-07-13,Treatment,257
2020-07-20,All over pattern,34840
2020-07-20,Application/3D,556
2020-07-20,Argyle,3
2020-07-20,Chambray,344
2020-07-20,Check,4233
2020-07-20,Colour blocking,1016
2020-07-20,Contrast,863
2020-07-20,Denim,18729
2020-07-20,Dot,2242
2020-07-20,Embroidery,5540
2020-07-20,Front print,2078
2020-07-20,Glittering/Metallic,1018
2020-07-20,Hologram,18
2020-07-20,Jacquard,565
2020-07-20,Lace,3725
2020-07-20,Melange,10580
2020-07-20,Mesh,894
2020-07-20,Metallic,539
2020-07-20,Mixed solid/pattern,732
2020-07-20,Neps,83
2020-07-20,Other pattern,424
2020-07-20,Other structure,8904
2020-07-20,Placement print,3533
2020-07-20,Sequin,276
2020-07-20,Slub,155
2020-07-20,Solid,182422
2020-07-20,Stripe,11198
2020-07-20,Transparent,340
2020-07-20,Treatment,278
2020-07-20,Unknown,1
2020-07-27,All over pattern,38090
2020-07-27,Application/3D,625
2020-07-27,Argyle,1
2020-07-27,Chambray,295
2020-07-27,Check,4179
2020-07-27,Colour blocking,948
